Station ID,Year,Month,Day,Hour,Minute,Second,Date (ISO Format),Station Latitude,Station Longitude,Station Elevation,Timestamp (Epoch),ZWD Observation,Satellite Azimuth,Satellite Elevation,Temperature (°C),Pressure (hPa),Humidity (%)
SEJN00KOR,2025,8,28,13,53,37,2025-08-28T13:53:37.000Z,36.522,127.303,181.2,1756389217,19.21,148,28,14.2,1008.0,73
SEJN00KOR,2025,8,27,13,53,40,2025-08-27T13:53:40.000Z,36.522,127.303,181.2,1756302820,15.80,298,29,14.2,1006.1,61
SEJN00KOR,2025,8,26,13,53,43,2025-08-26T13:53:43.000Z,36.522,127.303,181.2,1756216423,23.02,346,80,10.9,1011.1,51
SEJN00KOR,2025,8,25,13,53,45,2025-08-25T13:53:45.000Z,36.522,127.303,181.2,1756130025,19.52,303,53,11.2,1016.5,56
SEJN00KOR,2025,8,24,13,53,49,2025-08-24T13:53:49.000Z,36.522,127.303,181.2,1756043629,13.44,2,64,12.9,1006.3,47
SEJN00KOR,2025,8,23,13,53,53,2025-08-23T13:53:53.000Z,36.522,127.303,181.2,1755957233,5.62,139,22,10.1,1015.2,66
SEJN00KOR,2025,8,22,13,53,56,2025-08-22T13:53:56.000Z,36.522,127.303,181.2,1755870836,19.78,115,65,10.0,1008.4,51
SEJN00KOR,2025,8,21,13,53,59,2025-08-21T13:53:59.000Z,36.522,127.303,181.2,1755784439,13.85,221,38,15.0,1008.3,59
SEJN00KOR,2025,8,20,13,54,2,2025-08-20T13:54:02.000Z,36.522,127.303,181.2,1755698042,6.42,197,48,8.2,1018.9,72
SEUS00BES,2025,9,8,13,54,7,2025-09-08T13:54:07.000Z,17.495,-62.983,-6.2,1757339647,18.46,149,51,21.3,1016.1,70
SEUS00BES,2025,9,7,13,54,10,2025-09-07T13:54:10.000Z,17.495,-62.983,-6.2,1757253250,19.50,198,17,18.9,1014.4,63
SEUS00BES,2025,9,6,13,54,13,2025-09-06T13:54:13.000Z,17.495,-62.983,-6.2,1757166853,12.82,112,43,21.9,1021.3,45
SEUS00BES,2025,9,5,13,54,16,2025-09-05T13:54:16.000Z,17.495,-62.983,-6.2,1757080456,17.47,3,71,20.1,1015.6,59
SEUS00BES,2025,9,4,13,54,19,2025-09-04T13:54:19.000Z,17.495,-62.983,-6.2,1756994059,14.99,227,49,20.0,1005.3,54
SEUS00BES,2025,9,3,13,54,22,2025-09-03T13:54:22.000Z,17.495,-62.983,-6.2,1756907662,18.27,68,32,16.2,1007.2,50
SEUS00BES,2025,9,2,13,54,25,2025-09-02T13:54:25.000Z,17.495,-62.983,-6.2,1756821265,12.41,72,6,18.5,1016.3,67
SEUS00BES,2025,9,1,13,54,29,2025-09-01T13:54:29.000Z,17.495,-62.983,-6.2,1756734869,20.41,316,67,15.9,1011.5,65
SEUS00BES,2025,8,31,13,54,32,2025-08-31T13:54:32.000Z,17.495,-62.983,-6.2,1756648472,19.10,1,9,27.1,1003.7,61
SEUS00BES,2025,8,30,13,54,34,2025-08-30T13:54:34.000Z,17.495,-62.983,-6.2,1756562074,15.81,71,4,20.1,1017.5,62
SEUS00BES,2025,8,29,13,54,37,2025-08-29T13:54:37.000Z,17.495,-62.983,-6.2,1756475677,22.04,30,80,26.8,1020.6,67
SEUS00BES,2025,8,28,13,54,40,2025-08-28T13:54:40.000Z,17.495,-62.983,-6.2,1756389280,15.75,329,80,23.8,1009.3,53
SEUS00BES,2025,8,27,13,54,44,2025-08-27T13:54:44.000Z,17.495,-62.983,-6.2,1756302884,24.49,230,7,26.6,1005.2,45
SEUS00BES,2025,8,26,13,54,47,2025-08-26T13:54:47.000Z,17.495,-62.983,-6.2,1756216487,17.14,182,89,23.6,1003.2,55
SEUS00BES,2025,8,25,13,54,50,2025-08-25T13:54:50.000Z,17.495,-62.983,-6.2,1756130090,17.54,19,51,21.1,1013.9,72
SEUS00BES,2025,8,24,13,54,53,2025-08-24T13:54:53.000Z,17.495,-62.983,-6.2,1756043693,17.01,241,73,26.5,1019.1,63
SEUS00BES,2025,8,23,13,54,56,2025-08-23T13:54:56.000Z,17.495,-62.983,-6.2,1755957296,18.45,111,57,21.4,1022.1,51
SEUS00BES,2025,8,22,13,54,59,2025-08-22T13:54:59.000Z,17.495,-62.983,-6.2,1755870899,20.31,65,55,24.4,1020.9,62
SEUS00BES,2025,8,21,13,55,3,2025-08-21T13:55:03.000Z,17.495,-62.983,-6.2,1755784503,18.17,202,86,21.8,1013.9,69
SEUS00BES,2025,8,20,13,55,6,2025-08-20T13:55:06.000Z,17.495,-62.983,-6.2,1755698106,9.46,344,41,20.7,1009.7,59
SEY200SYC,2025,9,8,13,55,11,2025-09-08T13:55:11.000Z,-4.674,55.479,538.816,1757339711,17.17,69,52,30.2,1014.4,57
SEY200SYC,2025,9,7,13,55,13,2025-09-07T13:55:13.000Z,-4.674,55.479,538.816,1757253313,23.82,213,56,24.0,1005.5,65
SEY200SYC,2025,9,6,13,55,17,2025-09-06T13:55:17.000Z,-4.674,55.479,538.816,1757166917,14.31,211,71,27.2,1008.7,54
SEY200SYC,2025,9,5,13,55,20,2025-09-05T13:55:20.000Z,-4.674,55.479,538.816,1757080520,23.32,177,86,23.9,1007.7,58
SEY200SYC,2025,9,4,13,55,23,2025-09-04T13:55:23.000Z,-4.674,55.479,538.816,1756994123,7.78,359,18,23.3,1009.1,57
SEY200SYC,2025,9,3,13,55,30,2025-09-03T13:55:30.000Z,-4.674,55.479,538.816,1756907730,22.36,327,73,27.9,1022.3,69
SEY200SYC,2025,9,2,13,55,33,2025-09-02T13:55:33.000Z,-4.674,55.479,538.816,1756821333,23.41,67,59,27.1,1008.7,73
SEY200SYC,2025,9,1,13,55,36,2025-09-01T13:55:36.000Z,-4.674,55.479,538.816,1756734936,20.72,88,27,26.7,1011.9,69
SEY200SYC,2025,8,31,13,55,38,2025-08-31T13:55:38.000Z,-4.674,55.479,538.816,1756648538,5.39,209,17,30.6,1012.1,53
SEY200SYC,2025,8,30,13,55,43,2025-08-30T13:55:43.000Z,-4.674,55.479,538.816,1756562143,6.73,303,31,27.0,1022.2,52
SEY200SYC,2025,8,29,13,55,47,2025-08-29T13:55:47.000Z,-4.674,55.479,538.816,1756475747,7.04,170,44,33.0,1003.7,61
SEY200SYC,2025,8,28,13,55,50,2025-08-28T13:55:50.000Z,-4.674,55.479,538.816,1756389350,12.64,74,42,30.1,1017.5,51
SEY200SYC,2025,8,27,13,55,54,2025-08-27T13:55:54.000Z,-4.674,55.479,538.816,1756302954,21.31,0,13,31.7,1021.7,71
SEY200SYC,2025,8,26,13,55,57,2025-08-26T13:55:57.000Z,-4.674,55.479,538.816,1756216557,21.33,157,45,32.6,1011.2,64
SEY200SYC,2025,8,25,13,56,0,2025-08-25T13:56:00.000Z,-4.674,55.479,538.816,1756130160,21.27,312,4,27.4,1011.6,64
SEY200SYC,2025,8,24,13,56,2,2025-08-24T13:56:02.000Z,-4.674,55.479,538.816,1756043762,16.26,351,25,31.0,1021.6,45
SEY200SYC,2025,8,23,13,56,6,2025-08-23T13:56:06.000Z,-4.674,55.479,538.816,1755957366,17.89,235,52,28.5,1006.9,55
SEY200SYC,2025,8,22,13,56,9,2025-08-22T13:56:09.000Z,-4.674,55.479,538.816,1755870969,9.25,75,22,33.2,1021.0,55
SEY200SYC,2025,8,21,13,56,12,2025-08-21T13:56:12.000Z,-4.674,55.479,538.816,1755784572,8.34,92,10,29.5,1012.2,56
SEY200SYC,2025,8,20,13,56,15,2025-08-20T13:56:15.000Z,-4.674,55.479,538.816,1755698175,21.96,90,4,31.6,1011.8,64
SEYG00SYC,2025,9,8,13,56,20,2025-09-08T13:56:20.000Z,-4.679,55.531,-37.085,1757339780,21.31,115,56,25.3,1006.1,49
SEYG00SYC,2025,9,7,13,56,24,2025-09-07T13:56:24.000Z,-4.679,55.531,-37.085,1757253384,16.11,234,68,25.0,1021.8,50
SEYG00SYC,2025,9,6,13,56,27,2025-09-06T13:56:27.000Z,-4.679,55.531,-37.085,1757166987,7.82,214,64,27.3,1019.1,63
SEYG00SYC,2025,9,5,13,56,30,2025-09-05T13:56:30.000Z,-4.679,55.531,-37.085,1757080590,12.80,13,34,27.5,1011.2,74
SEYG00SYC,2025,9,4,13,56,34,2025-09-04T13:56:34.000Z,-4.679,55.531,-37.085,1756994194,11.43,313,86,29.7,1016.5,52
SEYG00SYC,2025,9,3,13,56,37,2025-09-03T13:56:37.000Z,-4.679,55.531,-37.085,1756907797,21.77,165,42,23.6,1013.9,66
SEYG00SYC,2025,9,2,13,56,40,2025-09-02T13:56:40.000Z,-4.679,55.531,-37.085,1756821400,22.04,206,85,27.3,1018.7,58
SEYG00SYC,2025,9,1,13,56,43,2025-09-01T13:56:43.000Z,-4.679,55.531,-37.085,1756735003,12.72,155,20,28.4,1004.8,45
SEYG00SYC,2025,8,31,13,56,46,2025-08-31T13:56:46.000Z,-4.679,55.531,-37.085,1756648606,10.72,120,28,32.1,1019.0,55
SEYG00SYC,2025,8,30,13,56,49,2025-08-30T13:56:49.000Z,-4.679,55.531,-37.085,1756562209,9.92,241,67,32.2,1003.5,62
SEYG00SYC,2025,8,29,13,56,54,2025-08-29T13:56:54.000Z,-4.679,55.531,-37.085,1756475814,15.99,278,13,29.1,1006.8,67
SEYG00SYC,2025,8,28,13,56,57,2025-08-28T13:56:57.000Z,-4.679,55.531,-37.085,1756389417,24.85,308,82,32.4,1012.0,59
SEYG00SYC,2025,8,27,13,56,59,2025-08-27T13:56:59.000Z,-4.679,55.531,-37.085,1756303019,20.24,62,17,32.0,1022.7,69
SEYG00SYC,2025,8,26,13,57,2,2025-08-26T13:57:02.000Z,-4.679,55.531,-37.085,1756216622,17.21,48,23,31.4,1014.8,52
SEYG00SYC,2025,8,25,13,57,6,2025-08-25T13:57:06.000Z,-4.679,55.531,-37.085,1756130226,10.87,185,64,32.3,1021.3,58
SEYG00SYC,2025,8,24,13,57,9,2025-08-24T13:57:09.000Z,-4.679,55.531,-37.085,1756043829,22.70,15,73,29.5,1014.7,74
SEYG00SYC,2025,8,23,13,57,12,2025-08-23T13:57:12.000Z,-4.679,55.531,-37.085,1755957432,20.24,53,52,32.6,1017.4,51
SEYG00SYC,2025,8,22,13,57,19,2025-08-22T13:57:19.000Z,-4.679,55.531,-37.085,1755871039,19.85,316,33,32.1,1017.4,66
SEYG00SYC,2025,8,21,13,57,22,2025-08-21T13:57:22.000Z,-4.679,55.531,-37.085,1755784642,9.20,183,76,29.6,1005.4,65
SEYG00SYC,2025,8,20,13,57,25,2025-08-20T13:57:25.000Z,-4.679,55.531,-37.085,1755698245,6.96,113,66,30.3,1019.2,49
SFDM00USA,2025,9,8,13,57,30,2025-09-08T13:57:30.000Z,34.46,-118.755,291.52,1757339850,12.55,81,56,5.9,1012.6,47
SFDM00USA,2025,9,7,13,57,33,2025-09-07T13:57:33.000Z,34.46,-118.755,291.52,1757253453,10.96,46,51,8.1,1020.4,60
SFDM00USA,2025,9,6,13,57,36,2025-09-06T13:57:36.000Z,34.46,-118.755,291.52,1757167056,23.95,341,48,6.0,1012.0,69
SFDM00USA,2025,9,5,13,57,39,2025-09-05T13:57:39.000Z,34.46,-118.755,291.52,1757080659,6.64,28,44,5.5,1003.8,60
SFDM00USA,2025,9,4,13,57,42,2025-09-04T13:57:42.000Z,34.46,-118.755,291.52,1756994262,11.53,333,9,7.6,1014.9,70
SFDM00USA,2025,9,3,13,57,45,2025-09-03T13:57:45.000Z,34.46,-118.755,291.52,1756907865,19.86,283,62,6.1,1016.0,71
SFDM00USA,2025,9,2,13,57,48,2025-09-02T13:57:48.000Z,34.46,-118.755,291.52,1756821468,14.70,268,1,12.8,1019.5,67
SFDM00USA,2025,9,1,13,57,54,2025-09-01T13:57:54.000Z,34.46,-118.755,291.52,1756735074,21.73,115,39,11.2,1003.3,64
SFDM00USA,2025,8,31,13,57,57,2025-08-31T13:57:57.000Z,34.46,-118.755,291.52,1756648677,22.42,176,47,12.3,1022.5,46
SFDM00USA,2025,8,30,13,58,0,2025-08-30T13:58:00.000Z,34.46,-118.755,291.52,1756562280,16.78,242,58,15.9,1007.3,45
SFDM00USA,2025,8,29,13,58,3,2025-08-29T13:58:03.000Z,34.46,-118.755,291.52,1756475883,7.60,25,86,13.2,1005.5,55
SFDM00USA,2025,8,28,13,58,6,2025-08-28T13:58:06.000Z,34.46,-118.755,291.52,1756389486,10.49,177,82,11.6,1003.3,65
SFDM00USA,2025,8,27,13,58,9,2025-08-27T13:58:09.000Z,34.46,-118.755,291.52,1756303089,22.58,175,77,10.3,1004.8,66
SFDM00USA,2025,8,26,13,58,12,2025-08-26T13:58:12.000Z,34.46,-118.755,291.52,1756216692,20.39,204,83,13.0,1004.5,62
SFDM00USA,2025,8,25,13,58,15,2025-08-25T13:58:15.000Z,34.46,-118.755,291.52,1756130295,9.20,49,88,10.2,1017.5,72
SFDM00USA,2025,8,24,13,58,18,2025-08-24T13:58:18.000Z,34.46,-118.755,291.52,1756043898,22.62,50,69,16.5,1010.5,62
SFDM00USA,2025,8,23,13,58,20,2025-08-23T13:58:20.000Z,34.46,-118.755,291.52,1755957500,18.55,35,16,16.6,1011.3,54
SFDM00USA,2025,8,22,13,58,25,2025-08-22T13:58:25.000Z,34.46,-118.755,291.52,1755871105,8.84,159,62,10.4,1010.7,56
SFDM00USA,2025,8,21,13,58,28,2025-08-21T13:58:28.000Z,34.46,-118.755,291.52,1755784708,22.89,6,71,16.5,1022.5,67
SFDM00USA,2025,8,20,13,58,33,2025-08-20T13:58:33.000Z,34.46,-118.755,291.52,1755698313,19.09,135,62,14.0,1017.4,70
SFER00ESP,2025,9,8,13,58,38,2025-09-08T13:58:38.000Z,36.464,-6.206,84.1,1757339918,21.61,128,69,9.9,1009.5,46
SFER00ESP,2025,9,7,13,58,41,2025-09-07T13:58:41.000Z,36.464,-6.206,84.1,1757253521,15.02,237,21,6.0,1008.0,50
SFER00ESP,2025,9,6,13,58,44,2025-09-06T13:58:44.000Z,36.464,-6.206,84.1,1757167124,6.93,113,89,5.8,1020.0,53
SFER00ESP,2025,9,5,13,58,47,2025-09-05T13:58:47.000Z,36.464,-6.206,84.1,1757080727,9.92,196,34,12.0,1007.0,71
SFER00ESP,2025,9,4,13,58,50,2025-09-04T13:58:50.000Z,36.464,-6.206,84.1,1756994330,11.03,24,2,8.8,1010.1,63
SFER00ESP,2025,9,3,13,58,55,2025-09-03T13:58:55.000Z,36.464,-6.206,84.1,1756907935,17.10,98,54,8.6,1022.1,49
SFER00ESP,2025,9,2,13,58,58,2025-09-02T13:58:58.000Z,36.464,-6.206,84.1,1756821538,17.08,349,62,6.4,1009.6,48
SFER00ESP,2025,9,1,13,59,1,2025-09-01T13:59:01.000Z,36.464,-6.206,84.1,1756735141,12.20,308,1,4.3,1012.0,45
SFER00ESP,2025,8,31,13,59,4,2025-08-31T13:59:04.000Z,36.464,-6.206,84.1,1756648744,18.77,337,89,15.0,1012.1,47
SFER00ESP,2025,8,30,13,59,8,2025-08-30T13:59:08.000Z,36.464,-6.206,84.1,1756562348,12.07,259,37,11.8,1021.2,58
SFER00ESP,2025,8,29,13,59,11,2025-08-29T13:59:11.000Z,36.464,-6.206,84.1,1756475951,14.10,234,47,15.4,1004.4,47
SFER00ESP,2025,8,28,13,59,14,2025-08-28T13:59:14.000Z,36.464,-6.206,84.1,1756389554,14.24,93,7,8.9,1013.5,57
SFER00ESP,2025,8,27,13,59,17,2025-08-27T13:59:17.000Z,36.464,-6.206,84.1,1756303157,23.11,75,85,13.7,1015.1,51
SFER00ESP,2025,8,26,13,59,20,2025-08-26T13:59:20.000Z,36.464,-6.206,84.1,1756216760,20.40,327,26,12.3,1013.4,71
SFER00ESP,2025,8,25,13,59,23,2025-08-25T13:59:23.000Z,36.464,-6.206,84.1,1756130363,10.65,139,75,13.6,1009.3,68
SFER00ESP,2025,8,24,13,59,34,2025-08-24T13:59:34.000Z,36.464,-6.206,84.1,1756043974,5.37,168,30,8.9,1022.5,51
SFER00ESP,2025,8,23,13,59,37,2025-08-23T13:59:37.000Z,36.464,-6.206,84.1,1755957577,22.81,241,8,11.8,1003.6,61
SFER00ESP,2025,8,22,13,59,40,2025-08-22T13:59:40.000Z,36.464,-6.206,84.1,1755871180,21.56,321,25,10.6,1003.2,59
SFER00ESP,2025,8,21,13,59,43,2025-08-21T13:59:43.000Z,36.464,-6.206,84.1,1755784783,9.92,355,23,13.5,1013.0,70
SFER00ESP,2025,8,20,13,59,46,2025-08-20T13:59:46.000Z,36.464,-6.206,84.1,1755698386,23.55,154,2,12.8,1013.9,73
SGOC00LKA,2025,9,8,13,59,51,2025-09-08T13:59:51.000Z,6.892,79.874,-78.5,1757339991,15.81,220,12,29.1,1014.5,72
SGOC00LKA,2025,9,7,13,59,56,2025-09-07T13:59:56.000Z,6.892,79.874,-78.5,1757253596,18.19,349,14,22.9,1015.1,57
SGOC00LKA,2025,9,6,13,59,59,2025-09-06T13:59:59.000Z,6.892,79.874,-78.5,1757167199,18.72,166,66,25.5,1008.5,58
SGOC00LKA,2025,9,5,14,0,2,2025-09-05T14:00:02.000Z,6.892,79.874,-78.5,1757080802,23.85,209,48,27.7,1006.3,67
SGOC00LKA,2025,9,4,14,0,5,2025-09-04T14:00:05.000Z,6.892,79.874,-78.5,1756994405,14.46,313,40,27.2,1011.7,57
SGOC00LKA,2025,9,3,14,0,9,2025-09-03T14:00:09.000Z,6.892,79.874,-78.5,1756908009,5.11,47,18,22.0,1009.4,69
SGOC00LKA,2025,9,2,14,0,12,2025-09-02T14:00:12.000Z,6.892,79.874,-78.5,1756821612,11.24,318,75,22.5,1003.9,53
SGOC00LKA,2025,9,1,14,0,15,2025-09-01T14:00:15.000Z,6.892,79.874,-78.5,1756735215,9.09,140,17,26.0,1010.9,45
SGOC00LKA,2025,8,31,14,0,18,2025-08-31T14:00:18.000Z,6.892,79.874,-78.5,1756648818,5.66,228,6,32.4,1022.1,60
SGOC00LKA,2025,8,30,14,0,21,2025-08-30T14:00:21.000Z,6.892,79.874,-78.5,1756562421,14.79,107,48,31.0,1019.8,74
SGOC00LKA,2025,8,29,14,0,24,2025-08-29T14:00:24.000Z,6.892,79.874,-78.5,1756476024,15.71,225,83,28.1,1021.0,69
SGOC00LKA,2025,8,28,14,0,27,2025-08-28T14:00:27.000Z,6.892,79.874,-78.5,1756389627,21.06,303,80,30.8,1008.7,57
SGOC00LKA,2025,8,27,14,0,30,2025-08-27T14:00:30.000Z,6.892,79.874,-78.5,1756303230,14.23,106,25,25.9,1016.3,54
SGOC00LKA,2025,8,26,14,0,33,2025-08-26T14:00:33.000Z,6.892,79.874,-78.5,1756216833,11.37,281,83,32.8,1021.3,74
SGOC00LKA,2025,8,25,14,0,36,2025-08-25T14:00:36.000Z,6.892,79.874,-78.5,1756130436,10.04,216,77,28.1,1017.7,52
SGOC00LKA,2025,8,24,14,0,40,2025-08-24T14:00:40.000Z,6.892,79.874,-78.5,1756044040,20.56,111,51,26.3,1013.1,61
SGOC00LKA,2025,8,23,14,0,42,2025-08-23T14:00:42.000Z,6.892,79.874,-78.5,1755957642,24.11,329,32,27.0,1019.7,45
SGOC00LKA,2025,8,22,14,0,46,2025-08-22T14:00:46.000Z,6.892,79.874,-78.5,1755871246,23.73,248,10,31.3,1003.3,56
SGOC00LKA,2025,8,21,14,0,49,2025-08-21T14:00:49.000Z,6.892,79.874,-78.5,1755784849,9.80,43,64,28.6,1008.1,53
SGOC00LKA,2025,8,20,14,0,52,2025-08-20T14:00:52.000Z,6.892,79.874,-78.5,1755698452,9.59,187,54,29.5,1012.8,51
SGPO00USA,2025,9,8,14,0,57,2025-09-08T14:00:57.000Z,36.604,-97.485,290.2,1757340057,8.78,145,58,7.3,1020.1,60
SGPO00USA,2025,9,7,14,1,0,2025-09-07T14:01:00.000Z,36.604,-97.485,290.2,1757253660,20.52,23,50,8.8,1011.4,54
SGPO00USA,2025,9,6,14,1,5,2025-09-06T14:01:05.000Z,36.604,-97.485,290.2,1757167265,8.97,5,87,10.9,1015.2,48
SGPO00USA,2025,9,5,14,1,8,2025-09-05T14:01:08.000Z,36.604,-97.485,290.2,1757080868,23.61,157,18,7.8,1011.0,47
SGPO00USA,2025,9,4,14,1,11,2025-09-04T14:01:11.000Z,36.604,-97.485,290.2,1756994471,12.96,140,40,5.7,1014.5,74
SGPO00USA,2025,9,3,14,1,15,2025-09-03T14:01:15.000Z,36.604,-97.485,290.2,1756908075,8.32,258,4,10.7,1019.1,55
SGPO00USA,2025,9,2,14,1,18,2025-09-02T14:01:18.000Z,36.604,-97.485,290.2,1756821678,15.76,77,19,7.1,1012.9,58
SGPO00USA,2025,9,1,14,1,21,2025-09-01T14:01:21.000Z,36.604,-97.485,290.2,1756735281,23.73,263,77,8.6,1009.8,46
SGPO00USA,2025,8,31,14,1,24,2025-08-31T14:01:24.000Z,36.604,-97.485,290.2,1756648884,5.39,318,49,15.6,1022.3,54
SGPO00USA,2025,8,30,14,1,27,2025-08-30T14:01:27.000Z,36.604,-97.485,290.2,1756562487,13.30,106,37,13.9,1012.3,52
SGPO00USA,2025,8,29,14,1,30,2025-08-29T14:01:30.000Z,36.604,-97.485,290.2,1756476090,6.53,29,42,9.4,1013.8,45
SGPO00USA,2025,8,28,14,1,32,2025-08-28T14:01:32.000Z,36.604,-97.485,290.2,1756389692,18.73,304,38,9.3,1019.8,66
SGPO00USA,2025,8,27,14,1,35,2025-08-27T14:01:35.000Z,36.604,-97.485,290.2,1756303295,20.21,120,11,15.6,1009.6,52
SGPO00USA,2025,8,26,14,1,38,2025-08-26T14:01:38.000Z,36.604,-97.485,290.2,1756216898,7.73,85,50,12.0,1008.6,54
SGPO00USA,2025,8,25,14,1,41,2025-08-25T14:01:41.000Z,36.604,-97.485,290.2,1756130501,15.49,77,42,12.1,1005.0,47
SGPO00USA,2025,8,24,14,1,44,2025-08-24T14:01:44.000Z,36.604,-97.485,290.2,1756044104,21.23,58,43,14.9,1006.3,47
SGPO00USA,2025,8,23,14,1,49,2025-08-23T14:01:49.000Z,36.604,-97.485,290.2,1755957709,19.99,213,76,11.8,1009.7,63
SGPO00USA,2025,8,22,14,1,52,2025-08-22T14:01:52.000Z,36.604,-97.485,290.2,1755871312,14.40,118,85,12.3,1006.0,73
SGPO00USA,2025,8,21,14,1,55,2025-08-21T14:01:55.000Z,36.604,-97.485,290.2,1755784915,22.55,318,3,10.8,1007.8,69
SGPO00USA,2025,8,20,14,1,58,2025-08-20T14:01:58.000Z,36.604,-97.485,290.2,1755698518,7.54,116,3,13.5,1015.8,64
SHAO00CHN,2025,9,8,14,2,3,2025-09-08T14:02:03.000Z,31.1,121.2,22.09,1757340123,5.55,188,18,12.7,1003.8,62
SHAO00CHN,2025,9,7,14,2,6,2025-09-07T14:02:06.000Z,31.1,121.2,22.09,1757253726,9.75,297,4,14.1,1012.4,55
SHAO00CHN,2025,9,6,14,2,10,2025-09-06T14:02:10.000Z,31.1,121.2,22.09,1757167330,22.70,327,84,13.9,1013.2,50
SHAO00CHN,2025,9,5,14,2,13,2025-09-05T14:02:13.000Z,31.1,121.2,22.09,1757080933,9.39,148,54,8.5,1005.3,69
SHAO00CHN,2025,9,4,14,2,17,2025-09-04T14:02:17.000Z,31.1,121.2,22.09,1756994537,21.15,192,50,9.8,1015.7,54
SHAO00CHN,2025,9,3,14,2,20,2025-09-03T14:02:20.000Z,31.1,121.2,22.09,1756908140,10.14,168,16,10.3,1012.3,74
SHAO00CHN,2025,9,2,14,2,25,2025-09-02T14:02:25.000Z,31.1,121.2,22.09,1756821745,20.15,54,82,12.1,1004.7,71
SHAO00CHN,2025,9,1,14,2,31,2025-09-01T14:02:31.000Z,31.1,121.2,22.09,1756735351,13.94,337,7,14.6,1016.3,64
SHAO00CHN,2025,8,31,14,2,34,2025-08-31T14:02:34.000Z,31.1,121.2,22.09,1756648954,14.11,212,85,17.9,1015.0,45
SHAO00CHN,2025,8,30,14,2,37,2025-08-30T14:02:37.000Z,31.1,121.2,22.09,1756562557,16.66,92,35,14.0,1005.6,48
SHAO00CHN,2025,8,29,14,2,40,2025-08-29T14:02:40.000Z,31.1,121.2,22.09,1756476160,23.32,205,83,13.9,1009.7,64
SHAO00CHN,2025,8,28,14,2,43,2025-08-28T14:02:43.000Z,31.1,121.2,22.09,1756389763,18.93,293,85,17.7,1005.6,71
SHAO00CHN,2025,8,27,14,2,46,2025-08-27T14:02:46.000Z,31.1,121.2,22.09,1756303366,18.94,255,36,17.6,1012.3,46
SHAO00CHN,2025,8,26,14,2,49,2025-08-26T14:02:49.000Z,31.1,121.2,22.09,1756216969,14.15,255,57,12.8,1015.6,49
SHAO00CHN,2025,8,25,14,2,52,2025-08-25T14:02:52.000Z,31.1,121.2,22.09,1756130572,8.16,332,36,13.7,1011.0,66
SHAO00CHN,2025,8,24,14,2,55,2025-08-24T14:02:55.000Z,31.1,121.2,22.09,1756044175,16.05,82,80,14.3,1022.1,50
SHAO00CHN,2025,8,23,14,2,58,2025-08-23T14:02:58.000Z,31.1,121.2,22.09,1755957778,10.81,168,24,18.4,1022.3,55
SHAO00CHN,2025,8,22,14,3,1,2025-08-22T14:03:01.000Z,31.1,121.2,22.09,1755871381,14.16,87,6,18.8,1010.8,53
SHAO00CHN,2025,8,21,14,3,4,2025-08-21T14:03:04.000Z,31.1,121.2,22.09,1755784984,12.14,265,70,12.4,1020.7,74
SHAO00CHN,2025,8,20,14,3,7,2025-08-20T14:03:07.000Z,31.1,121.2,22.09,1755698587,15.57,153,67,17.8,1016.3,56
SHE200CAN,2025,9,8,14,3,12,2025-09-08T14:03:12.000Z,46.221,-64.552,-15.3,1757340192,5.34,104,64,4.0,1009.0,68
SHE200CAN,2025,9,7,14,3,15,2025-09-07T14:03:15.000Z,46.221,-64.552,-15.3,1757253795,20.65,276,62,4.7,1017.3,46
