Year,Month,Day,Hour,Minute,Second,Date (ISO Format),Station Latitude,Station Longitude,Station Elevation,Timestamp (Epoch),ZWD Observation,Satellite Azimuth,Satellite Elevation,Temperature (°C),Pressure (hPa),Humidity (%),Actual Measured PW
2023,3,10,11,0,0,2023-03-10T11:00:00,40.649,16.705,287,1678446000,2184.747,198.3,63.8,19.69,974.34,52.74,19.42
2023,4,10,23,0,0,2023-04-10T23:00:00,13.021,77.572,844,1681167600,2018.315,82.0,15.4,20.72,915.63,83.72,15.37
2023,1,10,4,0,0,2023-01-10T04:00:00,26.209,50.586,10,1673323200,2299.002,104.4,26.0,18.44,1018.02,89.38,40.52
2023,4,6,18,0,0,2023-04-06T18:00:00,-15.947,-47.928,1107,1680804000,2308.211,215.1,50.0,23.88,1012.32,80.03,29.21
2023,1,18,10,0,0,2023-01-18T10:00:00,-5.28,-35.955,15,1674036000,2311.369,120.0,67.4,26.45,1013.61,76.22,49.3
2023,3,23,23,0,0,2023-03-23T23:00:00,-43.967,-176.55,147,1679612400,2293.496,157.0,33.5,13.32,1013.96,89.88,36.56
2023,1,22,22,0,0,2023-01-22T22:00:00,0.448,9.412,40,1674424800,2288.175,345.5,35.1,25.83,1007.82,89.81,49.81
2023,2,10,22,0,0,2023-02-10T22:00:00,-5.28,-35.955,15,1676066400,2281.635,279.8,30.7,27.28,1012.05,75.98,44.69
2023,3,27,4,0,0,2023-03-27T04:00:00,76.537,-68.703,46,1679889600,2312.71,17.0,46.0,-6.71,1024.36,62.69,3.27
2023,1,14,5,0,0,2023-01-14T05:00:00,46.877,7.465,956,1673672400,2099.13,94.1,40.8,2.59,951.11,84.6,9.73
2023,1,17,21,0,0,2023-01-17T21:00:00,-15.947,-47.928,1107,1673989200,2294.12,272.7,33.1,23.14,1014.06,82.36,31.99
2023,3,24,19,0,0,2023-03-24T19:00:00,-63.321,-57.902,15,1679684400,2250.885,222.7,42.9,-0.62,996.33,76.58,5.45
2023,3,9,5,0,0,2023-03-09T05:00:00,-25.953,28.077,1400,1678338000,1802.001,102.1,50.1,18.26,850.82,85.28,14.42
2023,4,14,13,0,0,2023-04-14T13:00:00,-66.284,110.52,50,1681477200,2195.938,283.5,77.3,-3.66,981.51,80.09,6.52
2023,4,1,17,0,0,2023-04-01T17:00:00,38.921,-77.066,85,1680368400,2276.306,168.4,65.5,18.07,1008.71,67.69,15.92
2023,2,25,8,0,0,2023-02-25T08:00:00,40.649,16.705,287,1677312000,2180.729,163.8,46.2,12.39,977.5,89.44,13.26
2023,4,26,22,0,0,2023-04-26T22:00:00,76.537,-68.703,46,1682546400,2331.549,237.3,29.4,-2.93,1026.36,80.8,7.4
2023,3,24,20,0,0,2023-03-24T20:00:00,16.883,-25.083,20,1679688000,2164.259,253.1,32.1,30.6,974.44,14.41,11.16
2023,1,18,17,0,0,2023-01-18T17:00:00,39.609,115.893,87,1674061200,2310.039,16.7,57.4,-5.45,1011.18,54.92,3.42
2023,3,7,6,0,0,2023-03-07T06:00:00,16.883,-25.083,20,1678168800,2166.352,43.5,51.3,20.37,974.53,17.08,10.31
2023,1,31,7,0,0,2023-01-31T07:00:00,40.649,16.705,287,1675148400,2229.486,119.2,48.4,6.15,986.69,76.23,9.63
2023,3,22,7,0,0,2023-03-22T07:00:00,-5.28,-35.955,15,1679468400,2289.304,87.7,63.8,25.45,1010.88,88.73,55.26
2023,2,13,14,0,0,2023-02-13T14:00:00,38.921,-77.066,85,1676296800,2346.795,128.3,75.7,11.7,1030.14,74.36,12.37
2023,1,17,0,0,0,2023-01-17T00:00:00,76.537,-68.703,46,1673913600,2250.24,278.0,18.3,-2.06,1000.03,65.96,4.99
2023,1,2,23,0,0,2023-01-02T23:00:00,-5.28,-35.955,15,1672700400,2312.812,287.4,19.2,26.13,1011.92,78.46,44.03
2023,3,20,20,0,0,2023-03-20T20:00:00,0.448,9.412,40,1679342400,2291.494,299.8,30.3,26.99,1008.31,85.7,55.04
2023,4,26,3,0,0,2023-04-26T03:00:00,-25.953,28.077,1400,1682478000,1824.037,94.0,28.7,13.21,853.34,82.41,14.9
2023,2,18,1,0,0,2023-02-18T01:00:00,50.799,4.36,150,1676682000,2307.156,358.6,10.0,10.08,1016.32,96.24,18.47
2023,4,13,1,0,0,2023-04-13T01:00:00,16.883,-25.083,20,1681347600,2168.877,339.1,10.8,28.6,973.8,13.38,22.48
2023,1,19,15,0,0,2023-01-19T15:00:00,-43.967,-176.55,147,1674140400,2244.392,58.3,58.2,12.19,995.32,84.52,23.5
2023,2,2,7,0,0,2023-02-02T07:00:00,-25.953,28.077,1400,1675321200,1833.625,153.1,50.9,21.22,853.44,87.84,32.3
2023,3,5,15,0,0,2023-03-05T15:00:00,-66.284,110.52,50,1678028400,2174.592,308.2,64.5,-5.88,974.86,79.34,4.13
2023,4,17,20,0,0,2023-04-17T20:00:00,26.209,50.586,10,1681761600,2299.218,338.4,44.2,23.36,1011.56,68.48,21.42
2023,3,15,22,0,0,2023-03-15T22:00:00,13.021,77.572,844,1678917600,1989.352,42.7,30.9,21.74,914.41,83.24,31.92
2023,2,11,3,0,0,2023-02-11T03:00:00,76.537,-68.703,46,1676084400,2232.948,310.3,32.5,-8.08,994.66,83.08,3.42
2023,1,13,20,0,0,2023-01-13T20:00:00,-29.046,115.347,250,1673640000,2240.977,65.6,18.0,20.1,989.99,65.02,19.31
2023,3,13,6,0,0,2023-03-13T06:00:00,-66.284,110.52,50,1678687200,2193.295,227.9,36.0,-4.34,977.04,81.5,4.66
2023,3,8,2,0,0,2023-03-08T02:00:00,40.649,16.705,287,1678240800,2196.338,44.5,29.4,8.05,979.26,71.0,9.45
2023,1,21,22,0,0,2023-01-21T22:00:00,40.649,16.705,287,1674338400,2188.585,340.5,14.3,3.97,979.25,93.65,9.48
2023,1,9,2,0,0,2023-01-09T02:00:00,0.448,9.412,40,1673229600,2287.703,28.9,16.4,24.47,1009.35,94.29,54.07
2023,4,14,9,0,0,2023-04-14T09:00:00,-5.932,106.917,25,1681462800,2261.023,230.5,62.8,29.08,1008.47,75.69,58.61
2023,3,17,0,0,0,2023-03-17T00:00:00,0.448,9.412,40,1679011200,2285.682,353.3,10.0,25.3,1007.29,92.43,53.92
2023,4,28,17,0,0,2023-04-28T17:00:00,-25.953,28.077,1400,1682701200,1825.562,303.4,57.6,20.41,854.16,55.24,22.24
2023,1,25,16,0,0,2023-01-25T16:00:00,16.883,-25.083,20,1674662400,2179.321,203.9,72.2,35.99,973.57,7.3,15.02
2023,2,8,23,0,0,2023-02-08T23:00:00,16.883,-25.083,20,1675897200,2198.881,299.6,22.0,25.86,977.71,14.35,10.81
2023,3,29,6,0,0,2023-03-29T06:00:00,50.799,4.36,150,1680069600,2288.672,91.9,48.9,8.08,1007.23,78.41,17.01
2023,4,3,6,0,0,2023-04-03T06:00:00,0.448,9.412,40,1680501600,2268.984,73.8,36.8,26.43,1007.51,88.01,57.77
2023,4,12,8,0,0,2023-04-12T08:00:00,-25.953,28.077,1400,1681286400,1806.191,124.8,45.7,18.48,854.17,63.32,9.23
2023,1,1,5,0,0,2023-01-01T05:00:00,46.877,7.465,956,1672549200,2111.976,95.9,31.6,8.19,952.66,80.26,15.03
2023,3,13,7,0,0,2023-03-13T07:00:00,49.144,12.879,625,1678690800,2085.462,126.1,49.6,5.63,939.03,86.43,19.04
2023,2,12,17,0,0,2023-02-12T17:00:00,50.799,4.36,150,1676221200,2346.283,249.4,61.3,7.7,1029.13,79.37,9.47
2023,2,20,15,0,0,2023-02-20T15:00:00,-5.28,-35.955,15,1676905200,2270.316,205.0,60.7,27.45,1008.37,80.11,46.88
2023,4,20,10,0,0,2023-04-20T10:00:00,0.448,9.412,40,1681984800,2287.162,160.1,53.4,27.51,1007.54,81.99,55.13
2023,4,28,17,0,0,2023-04-28T17:00:00,50.799,4.36,150,1682701200,2284.406,232.0,45.4,14.6,1004.98,77.45,17.11
2023,2,25,11,0,0,2023-02-25T11:00:00,-15.947,-47.928,1107,1677322800,2308.13,107.4,70.5,23.52,1015.21,78.57,25.59
2023,2,20,15,0,0,2023-02-20T15:00:00,-43.967,-176.55,147,1676905200,2278.017,22.2,76.2,9.27,1007.65,75.17,24.92
2023,4,16,9,0,0,2023-04-16T09:00:00,-5.28,-35.955,15,1681635600,2293.031,82.0,52.8,27.22,1011.8,75.57,43.45
2023,4,28,17,0,0,2023-04-28T17:00:00,49.144,12.879,625,1682701200,2097.575,250.6,51.0,9.72,942.3,96.13,20.6
2023,1,3,6,0,0,2023-01-03T06:00:00,-29.046,115.347,250,1672725600,2189.643,176.5,31.7,37.43,981.27,14.61,26.57
2023,4,28,9,0,0,2023-04-28T09:00:00,76.537,-68.703,46,1682672400,2306.84,51.9,66.0,-5.29,1021.38,84.21,8.38
2023,4,14,7,0,0,2023-04-14T07:00:00,46.877,7.465,956,1681455600,2079.529,118.6,61.0,3.96,940.62,87.83,8.7
2023,3,29,16,0,0,2023-03-29T16:00:00,-25.953,28.077,1400,1680105600,1810.099,252.3,57.0,20.84,850.03,53.56,19.94
2023,2,21,19,0,0,2023-02-21T19:00:00,-5.28,-35.955,15,1677006000,2293.523,272.9,47.8,27.84,1011.26,70.79,47.35
2023,2,25,20,0,0,2023-02-25T20:00:00,26.209,50.586,10,1677355200,2302.219,1.6,28.1,20.49,1015.61,76.01,17.71
2023,3,2,17,0,0,2023-03-02T17:00:00,-43.967,-176.55,147,1677776400,2288.286,50.8,66.1,7.67,1007.19,72.09,8.81
2023,4,8,1,0,0,2023-04-08T01:00:00,16.883,-25.083,20,1680915600,2172.135,9.4,21.6,26.85,973.35,18.4,21.74
2023,2,20,22,0,0,2023-02-20T22:00:00,13.021,77.572,844,1676930400,2003.653,56.6,25.1,17.72,917.01,63.39,10.25
2023,2,14,13,0,0,2023-02-14T13:00:00,-15.947,-47.928,1107,1676379600,2289.878,151.0,73.6,23.91,1013.04,70.57,22.35
2023,2,17,2,0,0,2023-02-17T02:00:00,-25.953,28.077,1400,1676599200,1790.217,35.6,20.9,17.54,847.43,92.49,35.56
2023,2,3,23,0,0,2023-02-03T23:00:00,-43.967,-176.55,147,1675465200,2267.105,187.7,10.0,9.83,999.28,90.3,17.29
2023,2,1,17,0,0,2023-02-01T17:00:00,-25.953,28.077,1400,1675270800,1813.749,296.1,49.6,18.2,852.04,94.97,33.89
2023,3,24,11,0,0,2023-03-24T11:00:00,26.209,50.586,10,1679655600,2297.355,242.8,64.0,22.83,1012.8,53.43,18.32
2023,4,12,6,0,0,2023-04-12T06:00:00,38.921,-77.066,85,1681279200,2293.349,27.2,56.8,18.48,1006.68,57.64,13.81
2023,1,15,16,0,0,2023-01-15T16:00:00,-43.967,-176.55,147,1673798400,2335.029,44.1,60.1,11.78,1021.64,86.2,17.67
2023,3,1,9,0,0,2023-03-01T09:00:00,-25.953,28.077,1400,1677661200,1816.665,134.3,53.6,24.76,850.89,47.13,20.97
2023,4,9,15,0,0,2023-04-09T15:00:00,76.537,-68.703,46,1681052400,2296.054,160.3,56.2,0.76,1013.64,95.85,12.47
2023,2,3,21,0,0,2023-02-03T21:00:00,-43.967,-176.55,147,1675458000,2264.312,160.1,13.2,10.08,999.98,92.5,20.94
2023,2,4,12,0,0,2023-02-04T12:00:00,-63.321,-57.902,15,1675512000,2183.365,92.7,73.1,-0.26,973.36,71.54,6.62
2023,2,24,9,0,0,2023-02-24T09:00:00,-5.932,106.917,25,1677229200,2290.588,236.3,76.8,26.76,1009.43,87.11,60.38
2023,3,12,1,0,0,2023-03-12T01:00:00,-25.953,28.077,1400,1678582800,1791.591,49.3,25.5,16.85,851.35,68.15,21.95
2023,2,3,17,0,0,2023-02-03T17:00:00,38.921,-77.066,85,1675443600,2328.585,181.2,39.5,13.13,1025.79,65.7,6.44
2023,3,21,1,0,0,2023-03-21T01:00:00,76.537,-68.703,46,1679360400,2293.717,320.7,14.3,-10.07,1011.35,72.69,2.46
2023,4,15,15,0,0,2023-04-15T15:00:00,-5.932,106.917,25,1681570800,2298.418,350.0,55.6,27.72,1011.35,83.34,59.23
2023,1,18,14,0,0,2023-01-18T14:00:00,38.921,-77.066,85,1674050400,2254.308,123.7,63.1,12.76,1000.77,38.3,6.07
2023,3,2,5,0,0,2023-03-02T05:00:00,-63.321,-57.902,15,1677733200,2180.566,24.0,29.9,0.21,971.38,90.95,8.33
2023,3,12,19,0,0,2023-03-12T19:00:00,50.799,4.36,150,1678647600,2278.927,290.9,24.6,10.5,1000.78,72.6,18.76
2023,1,24,16,0,0,2023-01-24T16:00:00,-66.284,110.52,50,1674576000,2149.801,329.3,48.1,-4.36,956.79,61.0,2.85
2023,4,11,2,0,0,2023-04-11T02:00:00,46.877,7.465,956,1681178400,2104.813,65.3,34.1,12.99,945.8,49.9,16.91
2023,3,10,10,0,0,2023-03-10T10:00:00,-25.953,28.077,1400,1678442400,1818.552,172.3,62.6,28.19,851.17,31.69,10.38
2023,4,27,8,0,0,2023-04-27T08:00:00,16.883,-25.083,20,1682582400,2173.009,83.5,59.6,28.03,972.57,12.19,8.9
2023,3,5,10,0,0,2023-03-05T10:00:00,49.144,12.879,625,1678010400,2122.661,161.8,70.7,0.43,943.2,69.86,5.27
2023,4,17,7,0,0,2023-04-17T07:00:00,26.209,50.586,10,1681714800,2305.482,158.9,57.2,23.68,1012.86,57.3,22.08
2023,2,4,22,0,0,2023-02-04T22:00:00,-66.284,110.52,50,1675548000,2127.893,81.5,33.1,-5.23,966.92,73.75,2.38
2023,3,16,15,0,0,2023-03-16T15:00:00,-43.967,-176.55,147,1678978800,2326.342,44.3,61.3,8.05,1018.31,81.54,9.63
2023,2,1,20,0,0,2023-02-01T20:00:00,50.799,4.36,150,1675281600,2304.129,321.9,41.6,7.4,1015.89,81.06,13.77
2023,2,14,7,0,0,2023-02-14T07:00:00,76.537,-68.703,46,1676358000,2230.496,14.7,36.6,0.38,993.34,89.84,13.1
2023,3,4,16,0,0,2023-03-04T16:00:00,0.448,9.412,40,1677945600,2279.446,269.2,48.5,30.0,1005.52,75.59,51.45
2023,1,27,15,0,0,2023-01-27T15:00:00,26.209,50.586,10,1674831600,2321.864,294.9,67.5,17.91,1020.33,60.31,10.29
2023,2,18,3,0,0,2023-02-18T03:00:00,30.033,31.233,234,1676689200,2315.572,70.3,14.4,8.21,1014.76,77.33,7.65
2023,2,8,0,0,0,2023-02-08T00:00:00,-29.046,115.347,250,1675814400,2219.825,104.8,13.8,24.34,986.72,53.6,12.7
2023,2,19,9,0,0,2023-02-19T09:00:00,-25.953,28.077,1400,1676797200,1802.867,145.3,52.2,22.57,847.39,72.04,31.69
2023,4,8,8,0,0,2023-04-08T08:00:00,76.537,-68.703,46,1680940800,2339.653,42.0,66.6,-7.78,1025.85,68.04,3.55
2023,2,19,11,0,0,2023-02-19T11:00:00,-66.284,110.52,50,1676804400,2175.562,301.5,70.5,-3.93,968.25,75.23,3.03
2023,2,27,21,0,0,2023-02-27T21:00:00,-66.284,110.52,50,1677531600,2171.024,48.7,17.9,-4.27,973.12,71.8,4.27
2023,3,18,9,0,0,2023-03-18T09:00:00,-63.321,-57.902,15,1679130000,2228.359,48.7,76.8,-0.52,991.25,72.88,6.52
2023,3,25,8,0,0,2023-03-25T08:00:00,30.033,31.233,234,1679731200,2239.015,162.7,43.7,21.08,996.76,60.0,23.62
2023,2,10,12,0,0,2023-02-10T12:00:00,-43.967,-176.55,147,1676030400,2264.583,25.1,55.2,11.48,1003.3,97.35,20.01
2023,1,6,12,0,0,2023-01-06T12:00:00,39.609,115.893,87,1673006400,2303.129,307.3,75.4,0.73,1012.5,33.9,2.79
2023,4,3,2,0,0,2023-04-03T02:00:00,16.883,-25.083,20,1680487200,2177.284,341.5,21.7,25.38,973.93,7.86,9.92
2023,4,8,19,0,0,2023-04-08T19:00:00,-5.28,-35.955,15,1680980400,2291.921,245.7,29.2,27.49,1010.42,79.77,49.5
2023,1,30,18,0,0,2023-01-30T18:00:00,50.799,4.36,150,1675101600,2305.115,292.0,49.3,5.06,1017.93,81.09,8.48
2023,2,15,20,0,0,2023-02-15T20:00:00,0.448,9.412,40,1676491200,2277.285,293.1,36.7,25.74,1007.71,91.06,51.88
2023,2,11,12,0,0,2023-02-11T12:00:00,50.799,4.36,150,1676116800,2346.024,164.0,79.8,7.32,1029.13,92.62,12.84
2023,2,18,10,0,0,2023-02-18T10:00:00,-63.321,-57.902,15,1676714400,2198.753,110.0,79.0,0.05,978.82,88.26,8.33
2023,3,26,14,0,0,2023-03-26T14:00:00,26.209,50.586,10,1679839200,2286.239,285.2,75.6,21.87,1009.84,86.21,33.28
2023,2,26,16,0,0,2023-02-26T16:00:00,13.021,77.572,844,1677427200,2013.806,322.1,66.1,23.68,921.04,37.33,10.98
2023,2,12,0,0,0,2023-02-12T00:00:00,13.021,77.572,844,1676160000,2012.102,66.3,34.4,17.88,917.22,73.16,10.05
2023,4,27,23,0,0,2023-04-27T23:00:00,-5.932,106.917,25,1682636400,2279.811,73.8,28.8,26.86,1010.09,85.84,55.44
2023,1,4,5,0,0,2023-01-04T05:00:00,39.609,115.893,87,1672808400,2301.891,199.8,25.6,4.45,1020.86,28.86,4.23
2023,3,5,22,0,0,2023-03-05T22:00:00,-25.953,28.077,1400,1678053600,1800.871,353.4,38.0,17.52,851.06,86.79,28.11
2023,3,18,14,0,0,2023-03-18T14:00:00,-66.284,110.52,50,1679148000,2145.061,296.9,79.4,-10.89,965.96,63.38,2.75
2023,4,16,4,0,0,2023-04-16T04:00:00,39.609,115.893,87,1681617600,2249.645,180.6,33.8,18.58,997.97,16.88,8.32
2023,3,17,3,0,0,2023-03-17T03:00:00,39.609,115.893,87,1679022000,2291.321,147.0,37.6,5.57,1017.66,68.37,13.28
2023,3,20,0,0,0,2023-03-20T00:00:00,-66.284,110.52,50,1679270400,2086.785,139.3,11.5,-3.13,943.84,89.73,6.36
2023,1,10,10,0,0,2023-01-10T10:00:00,46.877,7.465,956,1673344800,2106.333,133.4,66.0,4.22,954.76,79.15,7.15
2023,3,24,3,0,0,2023-03-24T03:00:00,26.209,50.586,10,1679626800,2302.551,119.2,15.8,20.93,1014.09,65.38,16.24
2023,3,17,15,0,0,2023-03-17T15:00:00,-25.953,28.077,1400,1679065200,1814.411,280.0,48.6,24.97,850.36,43.33,21.2
2023,3,31,1,0,0,2023-03-31T01:00:00,-5.932,106.917,25,1680224400,2302.268,100.5,22.7,26.19,1012.27,87.98,54.85
2023,4,8,13,0,0,2023-04-08T13:00:00,76.537,-68.703,46,1680958800,2321.688,130.8,70.7,-3.47,1026.0,70.79,7.83
2023,4,18,4,0,0,2023-04-18T04:00:00,46.877,7.465,956,1681790400,2096.692,70.0,40.5,6.55,946.51,90.73,12.17
2023,3,9,14,0,0,2023-03-09T14:00:00,-5.932,106.917,25,1678370400,2294.1,331.0,73.5,27.14,1012.42,81.68,53.85
2023,2,27,9,0,0,2023-02-27T09:00:00,39.609,115.893,87,1677488400,2308.08,267.6,65.9,11.67,1013.64,42.61,10.6
2023,4,8,21,0,0,2023-04-08T21:00:00,40.649,16.705,287,1680987600,2218.956,302.6,19.3,8.1,985.32,87.6,14.2
2023,2,12,17,0,0,2023-02-12T17:00:00,40.649,16.705,287,1676221200,2260.718,273.4,46.5,9.7,998.97,55.24,9.19
2023,4,15,15,0,0,2023-04-15T15:00:00,-29.046,115.347,250,1681570800,2253.905,314.9,72.5,12.47,995.4,71.01,12.98
2023,4,7,10,0,0,2023-04-07T10:00:00,-25.953,28.077,1400,1680861600,1811.745,190.7,66.9,25.42,850.01,34.4,15.52
